Date,Level1,Level2,Level3,Level4
2019-06-10 15:00:00,14,37.5,73.9,10.67
2019-06-10 16:00:00,59,27.6,43.8,10.01
2019-06-10 17:00:00,51,29.2,79.3,10.83
2019-06-10 18:00:00,25,23.5,37.5,10.27
2019-06-10 19:00:00,57,14.2,17.1,10.32
2019-06-10 20:00:00,63,26.4,57.9,9.15
2019-06-10 21:00:00,43,23.8,28.5,9.43
2019-06-10 22:00:00,29,19.5,79.1,9.94
2019-06-10 23:00:00,68,14.8,49.0,10.69
2019-06-11 00:00:00,47,29.8,47.2,10.19
2019-06-11 01:00:00,57,26.4,68.7,9.61
2019-06-11 02:00:00,54,20.5,52.5,9.85
2019-06-11 03:00:00,50,30.2,26.2,10.99
2019-06-11 04:00:00,37,22.9,78.2,9.65
2019-06-11 05:00:00,47,27.4,17.1,10.52
2019-06-11 06:00:00,14,17.1,22.8,10.33
2019-06-11 07:00:00,49,15.4,36.6,10.42
2019-06-11 08:00:00,24,32.9,57.2,10.27
2019-06-11 09:00:00,35,31.4,27.2,9.37
2019-06-11 10:00:00,74,16.8,25.8,9.26
2019-06-11 11:00:00,79,36.9,74.0,9.91
2019-06-11 12:00:00,33,25.7,28.7,9.26
2019-06-11 13:00:00,28,22.0,56.7,9.95
2019-06-11 14:00:00,23,15.0,36.6,9.38
2019-06-11 15:00:00,61,23.7,67.1,9.82
2019-06-11 16:00:00,55,28.8,20.6,10.33
2019-06-11 17:00:00,75,24.9,76.7,9.27
2019-06-11 18:00:00,40,25.0,77.4,9.27
2019-06-11 19:00:00,78,27.0,69.5,9.81
2019-06-11 20:00:00,17,19.3,34.4,10.63
2019-06-11 21:00:00,61,23.5,25.3,9.06
2019-06-11 22:00:00,43,17.0,12.1,9.38
2019-06-11 23:00:00,65,34.6,53.2,9.75
2019-06-12 00:00:00,26,34.4,37.3,10.86
2019-06-12 01:00:00,64,26.2,77.7,10.55
2019-06-12 02:00:00,17,15.8,43.8,10.95
2019-06-12 03:00:00,44,31.8,18.2,9.6
2019-06-12 04:00:00,47,21.8,60.7,9.11
2019-06-12 05:00:00,41,27.1,67.9,10.83
2019-06-12 06:00:00,54,32.9,76.9,9.8
2019-06-12 07:00:00,52,37.8,65.0,9.21
2019-06-12 08:00:00,19,29.1,35.8,10.36
2019-06-12 09:00:00,30,33.7,52.1,9.9
2019-06-12 10:00:00,73,34.7,46.3,9.75
2019-06-12 11:00:00,48,33.5,74.8,9.9
2019-06-12 12:00:00,29,34.5,73.5,9.75
2019-06-12 13:00:00,11,36.9,65.2,9.66
2019-06-12 14:00:00,79,21.3,25.8,10.67
2019-06-12 15:00:00,46,34.8,74.2,9.09
2019-06-12 16:00:00,11,20.6,74.9,10.01
2019-06-12 17:00:00,42,35.4,56.5,10.36
2019-06-12 18:00:00,45,20.3,70.6,10.35
2019-06-12 19:00:00,68,14.8,19.8,10.74
2019-06-12 20:00:00,56,21.6,22.6,9.25
2019-06-12 21:00:00,58,33.0,31.2,9.13
2019-06-12 22:00:00,54,18.7,77.1,9.9
2019-06-12 23:00:00,61,21.6,75.4,10.38
2019-06-13 00:00:00,79,15.9,43.2,10.82
2019-06-13 01:00:00,12,17.9,27.3,9.22
2019-06-13 02:00:00,29,31.0,57.4,9.76
2019-06-13 03:00:00,48,18.0,58.8,9.72
2019-06-13 04:00:00,66,22.1,64.0,9.2
2019-06-13 05:00:00,64,15.7,78.1,10.52
2019-06-13 06:00:00,10,26.2,63.7,10.83
2019-06-13 07:00:00,18,36.2,20.1,9.29
2019-06-13 08:00:00,68,37.4,16.8,9.08
2019-06-13 09:00:00,46,27.6,72.2,10.75
2019-06-13 10:00:00,32,35.7,79.0,9.73
2019-06-13 11:00:00,49,19.8,19.0,9.38
2019-06-13 12:00:00,26,22.5,27.1,9.74
2019-06-13 13:00:00,38,25.1,26.7,10.88
2019-06-13 14:00:00,51,26.0,67.8,10.98
2019-06-13 15:00:00,75,14.2,48.6,10.08
2019-06-13 16:00:00,68,25.9,37.2,9.04
2019-06-13 17:00:00,20,23.2,53.3,9.77
2019-06-13 18:00:00,56,33.0,15.9,10.06
2019-06-13 19:00:00,52,32.8,71.9,9.61
2019-06-13 20:00:00,26,28.9,70.7,10.12
2019-06-13 21:00:00,67,28.8,15.8,10.3
2019-06-13 22:00:00,56,32.4,20.7,9.24
2019-06-13 23:00:00,50,26.1,27.0,10.57
2019-06-14 00:00:00,45,16.1,51.0,10.82
2019-06-14 01:00:00,53,35.0,76.1,10.15
2019-06-14 02:00:00,23,28.1,31.5,10.16
2019-06-14 03:00:00,79,20.5,75.8,10.08
2019-06-14 04:00:00,70,25.5,74.1,9.99
2019-06-14 05:00:00,66,20.5,39.5,10.27
2019-06-14 06:00:00,72,17.7,43.3,9.4
2019-06-14 07:00:00,54,25.3,74.8,10.48
2019-06-14 08:00:00,32,17.6,51.0,9.44
2019-06-14 09:00:00,31,32.3,12.0,9.93
2019-06-14 10:00:00,67,17.9,62.4,9.14
2019-06-14 11:00:00,71,19.2,60.0,9.72
2019-06-14 12:00:00,41,33.2,38.9,9.01
2019-06-14 13:00:00,28,18.1,63.9,9.24
2019-06-14 14:00:00,36,14.1,31.4,9.43
2019-06-14 15:00:00,39,31.9,27.3,9.97
2019-06-14 16:00:00,75,16.9,30.9,10.7
2019-06-14 17:00:00,55,20.2,66.2,10.63
2019-06-14 18:00:00,63,17.6,63.3,9.45
2019-06-14 19:00:00,74,25.1,26.5,10.49
2019-06-14 20:00:00,66,26.2,74.7,10.09
2019-06-14 21:00:00,19,34.5,27.2,9.8
2019-06-14 22:00:00,30,19.7,77.4,9.49
2019-06-14 23:00:00,18,19.4,16.4,10.52
2019-06-15 00:00:00,55,18.8,60.4,9.13
2019-06-15 01:00:00,20,18.3,71.9,9.67
2019-06-15 02:00:00,30,33.1,19.4,9.04
2019-06-15 03:00:00,68,30.1,42.6,9.22
2019-06-15 04:00:00,62,32.1,48.0,10.92
2019-06-15 05:00:00,47,23.3,22.5,10.34
2019-06-15 06:00:00,18,37.2,74.5,10.09
2019-06-15 07:00:00,69,26.3,25.5,9.58
2019-06-15 08:00:00,11,27.0,42.5,10.11
2019-06-15 09:00:00,45,29.1,43.4,9.68
2019-06-15 10:00:00,79,35.2,38.3,10.73
2019-06-15 11:00:00,27,37.9,74.8,9.0
2019-06-15 12:00:00,75,32.5,22.0,10.34
2019-06-15 13:00:00,48,20.8,18.7,10.26
2019-06-15 14:00:00,72,22.4,49.3,9.4
2019-06-15 15:00:00,29,31.6,78.1,9.26
2019-06-15 16:00:00,64,32.2,22.2,10.17
2019-06-15 17:00:00,73,28.9,63.3,10.51
2019-06-15 18:00:00,23,25.4,36.1,9.59
2019-06-15 19:00:00,38,26.6,18.4,9.87
2019-06-15 20:00:00,54,17.0,74.4,10.57
2019-06-15 21:00:00,68,26.5,13.1,9.06
2019-06-15 22:00:00,20,36.8,67.7,10.93
2019-06-15 23:00:00,26,30.4,12.9,10.97
2019-06-16 00:00:00,15,31.3,20.8,9.59
2019-06-16 01:00:00,11,29.4,27.9,9.46
2019-06-16 02:00:00,38,16.0,64.7,9.36
2019-06-16 03:00:00,62,30.4,39.2,10.79
2019-06-16 04:00:00,58,15.4,32.1,10.94
2019-06-16 05:00:00,75,31.7,40.1,9.29
2019-06-16 06:00:00,75,25.5,18.9,10.82
2019-06-16 07:00:00,58,32.8,39.8,9.11
2019-06-16 08:00:00,26,18.4,69.8,9.93
2019-06-16 09:00:00,59,31.7,25.5,10.75
2019-06-16 10:00:00,31,33.4,62.9,9.4
2019-06-16 11:00:00,52,19.6,66.2,10.43
2019-06-16 12:00:00,34,15.7,31.2,9.4
2019-06-16 13:00:00,20,31.6,22.9,10.63
2019-06-16 14:00:00,15,17.2,27.0,9.33
2019-06-16 15:00:00,68,37.5,35.7,9.71
2019-06-16 16:00:00,26,14.4,42.1,9.7
2019-06-16 17:00:00,10,17.3,31.8,10.31
2019-06-16 18:00:00,51,30.4,47.1,10.25
2019-06-16 19:00:00,21,31.3,70.3,10.61
2019-06-16 20:00:00,13,35.3,20.8,9.44
2019-06-16 21:00:00,12,16.3,58.2,10.72
2019-06-16 22:00:00,57,24.6,77.2,9.3
2019-06-16 23:00:00,73,30.7,69.5,10.5
2019-06-17 00:00:00,77,14.4,22.5,10.99
2019-06-17 01:00:00,53,27.0,74.1,10.76
2019-06-17 02:00:00,22,29.9,17.7,9.61
2019-06-17 03:00:00,16,21.8,50.9,10.11
2019-06-17 04:00:00,64,28.0,27.9,10.76
2019-06-17 05:00:00,34,18.8,78.6,9.98
2019-06-17 06:00:00,68,22.2,60.0,9.7
2019-06-17 07:00:00,17,34.4,65.7,9.77
2019-06-17 08:00:00,15,16.2,45.5,9.72
2019-06-17 09:00:00,75,23.5,77.6,9.31
2019-06-17 10:00:00,74,29.5,41.2,10.45
2019-06-17 11:00:00,64,28.5,75.7,10.83
2019-06-17 12:00:00,11,19.7,35.3,9.48
2019-06-17 13:00:00,74,17.4,45.6,9.3
2019-06-17 14:00:00,18,37.0,41.5,10.25
2019-06-17 15:00:00,14,33.0,62.7,9.6
2019-06-17 16:00:00,64,14.4,68.8,10.87
2019-06-17 17:00:00,62,32.5,45.4,9.87
2019-06-17 18:00:00,17,24.1,36.1,9.6
2019-06-17 19:00:00,66,27.6,17.2,9.73
2019-06-17 20:00:00,40,24.1,79.7,9.05
2019-06-17 21:00:00,75,35.7,55.2,9.03
2019-06-17 22:00:00,49,34.5,64.8,10.78
2019-06-17 23:00:00,59,27.0,38.1,9.83
2019-06-18 00:00:00,17,24.9,61.8,10.7
2019-06-18 01:00:00,60,17.0,45.5,9.65
2019-06-18 02:00:00,61,30.8,32.7,10.94
2019-06-18 03:00:00,17,28.0,78.9,10.05
2019-06-18 04:00:00,33,30.3,32.4,10.05
2019-06-18 05:00:00,74,16.5,78.4,10.09
2019-06-18 06:00:00,43,31.7,22.4,9.84
2019-06-18 07:00:00,53,16.5,56.7,10.0
2019-06-18 08:00:00,34,14.9,42.7,10.47
2019-06-18 09:00:00,66,33.1,18.6,9.29
2019-06-18 10:00:00,57,26.3,55.3,9.13
2019-06-18 11:00:00,32,17.7,20.6,10.86
2019-06-18 12:00:00,20,37.8,74.8,10.87
2019-06-18 13:00:00,15,23.1,62.0,9.12
2019-06-18 14:00:00,71,19.8,67.4,10.19
2019-06-18 15:00:00,48,21.2,23.7,10.28
2019-06-18 16:00:00,37,31.9,63.1,10.4
2019-06-18 17:00:00,61,27.9,51.2,9.11
2019-06-18 18:00:00,75,30.0,23.6,9.13
2019-06-18 19:00:00,20,30.8,69.5,9.57
2019-06-18 20:00:00,51,23.1,36.6,9.78
2019-06-18 21:00:00,74,24.6,40.9,9.49
2019-06-18 22:00:00,49,23.7,15.4,9.69
2019-06-18 23:00:00,62,28.7,70.5,9.09
2019-06-19 00:00:00,79,29.0,42.9,9.37
2019-06-19 01:00:00,30,26.8,73.0,10.25
2019-06-19 02:00:00,42,34.9,40.8,10.94
2019-06-19 03:00:00,32,22.7,31.7,10.11
2019-06-19 04:00:00,30,34.8,36.5,9.78
2019-06-19 05:00:00,14,35.2,18.6,10.13
2019-06-19 06:00:00,20,26.5,57.7,10.64
2019-06-19 07:00:00,30,35.9,38.3,10.74
2019-06-19 08:00:00,50,37.7,20.9,10.59
2019-06-19 09:00:00,69,17.8,29.5,9.89
2019-06-19 10:00:00,17,26.2,34.6,10.67
2019-06-19 11:00:00,73,14.7,79.9,10.28
2019-06-19 12:00:00,34,31.4,43.4,9.78
2019-06-19 13:00:00,40,36.1,67.0,10.68
2019-06-19 14:00:00,62,15.8,56.2,9.29
2019-06-19 15:00:00,50,32.1,19.2,10.32
2019-06-19 16:00:00,56,17.0,74.8,9.14
2019-06-19 17:00:00,22,29.5,73.5,10.57
2019-06-19 18:00:00,53,22.7,72.5,9.47
2019-06-19 19:00:00,45,24.5,54.7,9.5
2019-06-19 20:00:00,74,37.7,35.9,9.46
2019-06-19 21:00:00,17,28.8,73.8,10.07
2019-06-19 22:00:00,33,34.2,23.7,10.96
2019-06-19 23:00:00,43,25.7,74.6,9.79
2019-06-20 00:00:00,64,28.9,70.7,9.98
2019-06-20 01:00:00,52,19.2,15.8,10.58
2019-06-20 02:00:00,47,29.3,68.2,10.68
2019-06-20 03:00:00,37,17.4,63.1,9.11
2019-06-20 04:00:00,67,20.2,29.6,10.18
2019-06-20 05:00:00,50,37.1,71.8,10.1
2019-06-20 06:00:00,77,23.4,18.1,9.59
2019-06-20 07:00:00,25,28.3,50.3,9.14
2019-06-20 08:00:00,41,33.6,43.6,9.68
2019-06-20 09:00:00,22,22.2,52.3,10.61
2019-06-20 10:00:00,47,18.2,51.5,9.68
2019-06-20 11:00:00,35,31.3,68.7,9.5
2019-06-20 12:00:00,27,14.9,79.0,9.84
2019-06-20 13:00:00,40,25.8,60.5,10.73
2019-06-20 14:00:00,59,15.3,71.4,9.53
2019-06-20 15:00:00,38,22.0,37.6,10.28
2019-06-20 16:00:00,37,34.8,16.3,9.98
2019-06-20 17:00:00,39,32.5,19.9,9.77
2019-06-20 18:00:00,12,31.7,34.5,10.0
2019-06-20 19:00:00,65,25.1,57.2,9.63
2019-06-20 20:00:00,73,32.2,63.4,10.23
2019-06-20 21:00:00,11,26.0,59.4,10.28
2019-06-20 22:00:00,27,25.6,67.7,9.51
2019-06-20 23:00:00,18,34.2,46.7,9.68
2019-06-21 00:00:00,18,23.1,57.6,9.16
2019-06-21 01:00:00,53,18.3,42.2,9.27
2019-06-21 02:00:00,72,35.7,40.4,9.37
2019-06-21 03:00:00,46,28.4,42.2,9.81
2019-06-21 04:00:00,79,31.3,58.7,10.99
2019-06-21 05:00:00,25,36.6,22.9,9.69
2019-06-21 06:00:00,32,36.2,44.9,9.09
2019-06-21 07:00:00,51,14.8,20.3,9.53
2019-06-21 08:00:00,31,37.6,74.1,9.0
2019-06-21 09:00:00,63,34.6,20.9,9.41
2019-06-21 10:00:00,73,37.9,79.2,10.72
2019-06-21 11:00:00,54,14.6,30.8,10.73
2019-06-21 12:00:00,78,22.8,52.8,9.29
2019-06-21 13:00:00,11,20.1,51.3,9.58
2019-06-21 14:00:00,28,24.0,41.4,9.57
2019-06-21 15:00:00,72,21.9,14.1,9.54
2019-06-21 16:00:00,24,31.7,51.8,9.59
2019-06-21 17:00:00,27,15.6,63.5,10.33
2019-06-21 18:00:00,23,23.5,31.8,9.15
2019-06-21 19:00:00,68,21.0,47.6,10.69
2019-06-21 20:00:00,18,36.0,30.9,10.24
2019-06-21 21:00:00,14,20.6,59.0,10.73
2019-06-21 22:00:00,24,26.0,51.7,9.24
2019-06-21 23:00:00,15,16.3,40.3,10.57
2019-06-22 00:00:00,39,27.4,24.3,10.47
2019-06-22 01:00:00,36,14.7,18.4,10.12
2019-06-22 02:00:00,46,31.3,27.8,9.26
2019-06-22 03:00:00,38,17.4,49.3,9.73
2019-06-22 04:00:00,68,23.5,74.5,10.65
2019-06-22 05:00:00,62,17.2,15.7,9.82
2019-06-22 06:00:00,27,17.4,26.2,10.43
2019-06-22 07:00:00,54,30.1,69.8,10.76
2019-06-22 08:00:00,56,31.0,27.8,9.31
2019-06-22 09:00:00,71,20.3,73.8,10.05
2019-06-22 10:00:00,70,22.1,58.5,10.88
2019-06-22 11:00:00,26,23.2,63.0,10.55
2019-06-22 12:00:00,64,34.3,19.8,9.33
2019-06-22 13:00:00,48,35.0,67.5,9.33
2019-06-22 14:00:00,42,27.1,78.6,10.7
2019-06-22 15:00:00,47,25.6,18.1,9.37
2019-06-22 16:00:00,77,21.5,74.1,9.09
2019-06-22 17:00:00,47,29.1,34.9,9.67
2019-06-22 18:00:00,71,29.0,67.1,9.95
2019-06-22 19:00:00,74,15.5,14.4,10.48
2019-06-22 20:00:00,41,35.7,25.8,10.66
2019-06-22 21:00:00,47,21.4,12.8,10.94
2019-06-22 22:00:00,56,22.4,56.7,9.47
2019-06-22 23:00:00,26,33.8,77.1,9.51
2019-06-23 00:00:00,11,30.5,65.9,10.78
2019-06-23 01:00:00,13,35.7,12.5,10.87
2019-06-23 02:00:00,79,15.7,12.2,10.42
2019-06-23 03:00:00,27,25.7,25.3,10.27
2019-06-23 04:00:00,59,20.7,69.1,9.14
2019-06-23 05:00:00,52,31.5,13.9,9.8
2019-06-23 06:00:00,11,22.2,54.9,9.78
2019-06-23 07:00:00,79,34.3,60.4,10.34
2019-06-23 08:00:00,46,37.2,50.9,10.31
2019-06-23 09:00:00,22,17.0,47.2,9.33
2019-06-23 10:00:00,37,35.0,27.2,10.56
2019-06-23 11:00:00,79,19.4,52.9,9.81
2019-06-23 12:00:00,18,31.7,56.0,10.07
2019-06-23 13:00:00,13,26.1,37.8,10.55
2019-06-23 14:00:00,43,25.6,56.9,9.09
2019-06-23 15:00:00,62,27.0,22.6,9.17
2019-06-23 16:00:00,64,29.3,45.5,9.45
2019-06-23 17:00:00,75,18.1,44.9,9.19
2019-06-23 18:00:00,26,15.3,70.5,9.78
2019-06-23 19:00:00,30,29.5,77.1,9.47
2019-06-23 20:00:00,64,14.3,46.0,9.1
2019-06-23 21:00:00,20,24.4,40.0,9.09
2019-06-23 22:00:00,58,24.5,73.7,9.14
2019-06-23 23:00:00,66,30.9,37.0,10.71
2019-06-24 00:00:00,21,34.2,25.2,10.43
2019-06-24 01:00:00,16,18.9,32.5,10.45
2019-06-24 02:00:00,61,29.5,59.0,9.64
2019-06-24 03:00:00,70,33.2,13.9,10.97
2019-06-24 04:00:00,24,21.7,50.9,10.9
2019-06-24 05:00:00,14,30.2,33.6,9.83
2019-06-24 06:00:00,74,20.0,13.3,10.81
2019-06-24 07:00:00,39,35.7,21.8,10.33
2019-06-24 08:00:00,46,34.6,38.1,9.77
2019-06-24 09:00:00,70,26.3,21.6,9.74
2019-06-24 10:00:00,62,31.8,19.8,9.31
2019-06-24 11:00:00,57,26.6,44.7,10.58
2019-06-24 12:00:00,33,19.8,14.4,10.57
2019-06-24 13:00:00,28,22.6,35.7,9.72
2019-06-24 14:00:00,34,22.6,25.3,9.81
2019-06-24 15:00:00,78,20.1,44.2,9.54
2019-06-24 16:00:00,28,36.0,14.2,10.18
2019-06-24 17:00:00,27,29.5,42.6,10.65
2019-06-24 18:00:00,71,25.2,42.2,10.71
2019-06-24 19:00:00,63,34.2,55.5,10.59
2019-06-24 20:00:00,43,33.8,75.1,9.56
2019-06-24 21:00:00,49,31.9,64.2,9.21
2019-06-24 22:00:00,41,19.9,32.2,10.01
2019-06-24 23:00:00,57,25.4,40.4,9.18
2019-06-25 00:00:00,50,28.2,38.4,10.14
2019-06-25 01:00:00,63,16.3,59.7,9.01
2019-06-25 02:00:00,11,32.5,63.7,10.37
2019-06-25 03:00:00,10,37.3,15.2,9.56
2019-06-25 04:00:00,69,32.2,71.0,10.32
2019-06-25 05:00:00,73,14.3,59.6,9.17
2019-06-25 06:00:00,54,25.3,29.8,9.45
2019-06-25 07:00:00,52,34.6,62.8,9.97
2019-06-25 08:00:00,50,29.6,20.0,10.82
2019-06-25 09:00:00,47,22.1,67.0,9.27
2019-06-25 10:00:00,64,14.7,38.6,9.78
2019-06-25 11:00:00,59,33.2,66.7,9.01
2019-06-25 12:00:00,76,18.1,55.1,9.14
2019-06-25 13:00:00,69,25.5,35.3,10.61
2019-06-25 14:00:00,26,21.5,22.1,9.56
2019-06-25 15:00:00,65,20.9,22.9,10.21
2019-06-25 16:00:00,35,36.8,76.9,9.33
2019-06-25 17:00:00,74,23.2,44.1,9.26
2019-06-25 18:00:00,33,15.9,48.8,9.18
2019-06-25 19:00:00,78,16.5,57.7,9.12
2019-06-25 20:00:00,52,14.8,61.0,10.19
2019-06-25 21:00:00,23,25.1,29.8,10.77
2019-06-25 22:00:00,70,27.7,18.8,9.83
2019-06-25 23:00:00,20,23.3,47.2,10.18
2019-06-26 00:00:00,77,21.5,57.3,9.08
2019-06-26 01:00:00,60,35.0,18.6,10.12
2019-06-26 02:00:00,54,32.5,79.9,9.29
2019-06-26 03:00:00,18,37.7,20.5,9.09
2019-06-26 04:00:00,39,15.3,13.1,10.07
2019-06-26 05:00:00,22,19.7,44.5,9.18
2019-06-26 06:00:00,14,25.5,40.2,10.34
2019-06-26 07:00:00,15,22.8,34.2,9.95
2019-06-26 08:00:00,44,33.4,16.3,9.99
2019-06-26 09:00:00,58,24.4,73.2,10.02
2019-06-26 10:00:00,57,14.0,34.2,9.02
2019-06-26 11:00:00,63,26.6,46.3,9.74
2019-06-26 12:00:00,27,16.3,25.8,9.58
2019-06-26 13:00:00,54,15.4,53.0,9.76
2019-06-26 14:00:00,62,29.7,64.7,9.11
2019-06-26 15:00:00,52,19.6,14.0,10.32
2019-06-26 16:00:00,55,26.5,40.3,9.58
2019-06-26 17:00:00,72,33.6,69.2,10.64
2019-06-26 18:00:00,24,15.0,71.5,9.23
2019-06-26 19:00:00,38,17.2,77.3,10.41
2019-06-26 20:00:00,59,18.7,62.3,10.16
2019-06-26 21:00:00,37,31.9,63.0,10.75
2019-06-26 22:00:00,31,23.3,58.4,9.83
2019-06-26 23:00:00,22,34.7,50.5,9.47
2019-06-27 00:00:00,48,14.9,15.4,9.48
2019-06-27 01:00:00,65,19.4,77.5,9.76
2019-06-27 02:00:00,35,19.8,66.0,9.14
2019-06-27 03:00:00,74,15.0,52.4,10.72
2019-06-27 04:00:00,52,18.0,35.3,9.1
2019-06-27 05:00:00,25,26.8,54.5,9.35
2019-06-27 06:00:00,38,18.9,73.0,9.98
2019-06-27 07:00:00,11,22.3,56.5,9.54
2019-06-27 08:00:00,72,19.0,18.4,9.05
2019-06-27 09:00:00,18,22.1,53.9,10.07
2019-06-27 10:00:00,75,32.0,27.2,9.11
2019-06-27 11:00:00,17,33.5,37.8,10.04
2019-06-27 12:00:00,61,36.6,41.0,10.44
2019-06-27 13:00:00,72,31.4,52.5,9.26
2019-06-27 14:00:00,42,17.1,30.4,9.54
2019-06-27 15:00:00,67,15.9,18.4,10.7
2019-06-27 16:00:00,78,21.2,61.6,9.65
2019-06-27 17:00:00,69,15.7,50.7,9.13
2019-06-27 18:00:00,75,29.1,31.4,10.31
2019-06-27 19:00:00,42,20.5,65.2,10.67
2019-06-27 20:00:00,28,31.2,27.1,9.5
2019-06-27 21:00:00,34,37.7,47.1,10.55
2019-06-27 22:00:00,27,30.9,39.4,9.29
2019-06-27 23:00:00,75,18.8,66.9,10.9
2019-06-28 00:00:00,23,23.7,20.8,9.01
2019-06-28 01:00:00,67,28.7,26.2,9.55
2019-06-28 02:00:00,21,15.6,78.1,10.17
2019-06-28 03:00:00,10,31.6,63.1,10.62
2019-06-28 04:00:00,71,14.9,20.6,10.82
2019-06-28 05:00:00,34,15.6,54.8,9.25
2019-06-28 06:00:00,74,23.0,72.5,9.41
2019-06-28 07:00:00,21,32.7,76.1,9.54
2019-06-28 08:00:00,19,14.8,77.8,10.98
2019-06-28 09:00:00,24,28.1,61.9,9.43
2019-06-28 10:00:00,20,25.3,56.5,9.54
2019-06-28 11:00:00,59,22.8,65.1,10.66
2019-06-28 12:00:00,12,37.2,32.4,10.1
2019-06-28 13:00:00,48,14.4,76.1,9.42
2019-06-28 14:00:00,10,28.1,71.5,10.52
2019-06-28 15:00:00,18,37.7,38.9,10.31
2019-06-28 16:00:00,53,24.8,47.8,9.99
2019-06-28 17:00:00,42,14.7,66.2,10.73
2019-06-28 18:00:00,75,16.3,48.7,9.55
2019-06-28 19:00:00,78,29.7,47.1,10.84
2019-06-28 20:00:00,62,35.7,76.8,9.94
2019-06-28 21:00:00,62,22.4,14.1,10.95
2019-06-28 22:00:00,71,32.1,20.7,10.14
2019-06-28 23:00:00,42,26.3,56.6,9.31
2019-06-29 00:00:00,17,22.6,66.9,9.21
2019-06-29 01:00:00,39,19.6,45.5,9.54
2019-06-29 02:00:00,22,32.9,47.4,10.09
2019-06-29 03:00:00,67,21.6,50.8,9.4
2019-06-29 04:00:00,46,30.6,14.4,9.18
2019-06-29 05:00:00,68,35.9,38.2,9.09
2019-06-29 06:00:00,15,27.3,61.7,9.2
2019-06-29 07:00:00,70,23.1,55.9,10.36
2019-06-29 08:00:00,58,17.9,37.7,9.83
2019-06-29 09:00:00,62,33.4,32.8,10.4
2019-06-29 10:00:00,74,34.9,54.5,9.92
2019-06-29 11:00:00,45,16.2,44.7,10.83
2019-06-29 12:00:00,47,18.2,24.4,10.23
2019-06-29 13:00:00,75,36.6,33.3,9.58
2019-06-29 14:00:00,37,30.1,29.7,9.13
2019-06-29 15:00:00,47,28.8,37.6,10.22
2019-06-29 16:00:00,28,34.8,27.1,9.76
2019-06-29 17:00:00,76,36.4,74.4,10.83
2019-06-29 18:00:00,16,14.0,51.4,9.89
2019-06-29 19:00:00,10,14.9,52.2,10.46
2019-06-29 20:00:00,50,28.9,70.8,9.96
2019-06-29 21:00:00,57,34.0,39.9,9.38
2019-06-29 22:00:00,12,35.8,29.7,10.1
2019-06-29 23:00:00,58,35.1,44.9,10.46
2019-06-30 00:00:00,13,18.6,25.0,10.7
2019-06-30 01:00:00,28,25.3,14.2,9.38
2019-06-30 02:00:00,69,20.3,49.5,9.23
2019-06-30 03:00:00,24,18.4,44.6,9.23
2019-06-30 04:00:00,57,23.5,31.1,9.23
2019-06-30 05:00:00,44,35.8,46.2,9.39
2019-06-30 06:00:00,46,33.5,58.7,10.0
2019-06-30 07:00:00,68,30.2,33.4,9.4
2019-06-30 08:00:00,41,16.6,58.4,10.26
2019-06-30 09:00:00,20,36.6,78.0,9.2
2019-06-30 10:00:00,27,28.1,47.3,9.2
2019-06-30 11:00:00,58,21.4,73.8,10.27
2019-06-30 12:00:00,79,25.7,53.7,10.11
2019-06-30 13:00:00,36,33.9,74.7,10.55
2019-06-30 14:00:00,56,31.1,43.8,9.46
2019-06-30 15:00:00,63,35.1,54.7,10.71
2019-06-30 16:00:00,16,18.1,27.3,10.56
2019-06-30 17:00:00,51,23.4,66.0,10.54
2019-06-30 18:00:00,31,37.1,64.0,9.43
2019-06-30 19:00:00,55,28.3,54.1,9.68
2019-06-30 20:00:00,63,33.8,55.6,10.35
2019-06-30 21:00:00,59,16.0,76.5,9.57
2019-06-30 22:00:00,25,36.4,39.3,9.38
2019-06-30 23:00:00,31,29.3,60.0,9.95
2019-07-01 00:00:00,26,18.4,67.5,9.52
2019-07-01 01:00:00,78,25.1,18.7,10.06
2019-07-01 02:00:00,63,35.3,18.0,10.99
2019-07-01 03:00:00,41,35.6,26.5,10.75
2019-07-01 04:00:00,76,27.4,73.1,9.85
2019-07-01 05:00:00,23,24.8,58.5,10.22
2019-07-01 06:00:00,42,29.6,64.7,10.99
2019-07-01 07:00:00,78,15.7,25.3,10.4
2019-07-01 08:00:00,23,30.1,14.2,10.41
2019-07-01 09:00:00,67,28.8,28.2,10.49
2019-07-01 10:00:00,56,29.9,51.6,10.2
2019-07-01 11:00:00,23,36.3,67.8,9.66
2019-07-01 12:00:00,14,19.3,68.5,9.42
2019-07-01 13:00:00,20,28.0,63.1,10.57
2019-07-01 14:00:00,61,36.4,73.4,10.64
2019-07-01 15:00:00,32,31.8,78.9,9.17
2019-07-01 16:00:00,70,32.2,28.7,10.73
2019-07-01 17:00:00,78,26.3,39.1,9.66
2019-07-01 18:00:00,40,36.2,48.0,10.29
2019-07-01 19:00:00,46,32.2,36.9,9.72
2019-07-01 20:00:00,32,37.5,19.2,10.43
2019-07-01 21:00:00,15,21.0,46.8,9.57
2019-07-01 22:00:00,35,16.2,31.7,10.39
2019-07-01 23:00:00,23,28.4,52.7,10.72
2019-07-02 00:00:00,65,30.8,77.9,9.96
2019-07-02 01:00:00,23,15.1,30.9,10.22
2019-07-02 02:00:00,11,33.7,59.8,9.39
2019-07-02 03:00:00,68,19.2,26.5,9.62
